發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2026,5.0,20260521.0,70500.0,A1,桃園市政府警察局,桃園市八德區國2便道與桃園區樹林三街561巷口,晴,有照明未開啟或故障,市區道路,40.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2.0,小客車(含客、貨兩用),自用,男,57.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.310367,24.973051
2026,5.0,20260521.0,82600.0,A1,臺南市政府警察局,臺南市安南區安和路五段口 / 臺南市安南區安和路五段,晴,有照明未開啟或故障,市區道路,60.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷1,1.0,小貨車,自用,男,44.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右側車身,,,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,120.216091,23.069425
2026,5.0,20260521.0,82600.0,A1,臺南市政府警察局,臺南市安南區安和路五段口 / 臺南市安南區安和路五段,晴,有照明未開啟或故障,市區道路,60.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷1,2.0,機車,普通重型,女,24.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.216091,23.069425
2026,5.0,20260521.0,141531.0,A1,屏東縣政府警察局,屏東縣恆春鎮南光路段(墾4-1道路23公里500公尺),晴,有照明未開啟或故障,其他,50.0,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,1.0,機車,普通重型,男,18.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.744777,22.000654
2026,5.0,20260521.0,141531.0,A1,屏東縣政府警察局,屏東縣恆春鎮南光路段(墾4-1道路23公里500公尺),晴,有照明未開啟或故障,其他,50.0,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,2.0,,,無或物(動物、堆置物),-1.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.744777,22.000654
2026,5.0,20260521.0,141531.0,A1,屏東縣政府警察局,屏東縣恆春鎮南光路段(墾4-1道路23公里500公尺),晴,有照明未開啟或故障,其他,50.0,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,3.0,人,乘客,女,22.0,戴半罩式安全帽,非駕駛人,人的狀態,靜立(止),其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.744777,22.000654
2026,5.0,20260521.0,170100.0,A1,新北市政府警察局,新北市瑞芳區汽車路34號前0.0公尺,雨,無照明,市區道路,40.0,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡1;受傷0,1.0,小客車(含客、貨兩用),自用,男,69.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,未保持行車安全距離,否,121.832588,25.094011
2026,5.0,20260521.0,170100.0,A1,新北市政府警察局,新北市瑞芳區汽車路34號前0.0公尺,雨,無照明,市區道路,40.0,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡1;受傷0,2.0,機車,普通重型,男,80.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,後車尾,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.832588,25.094011
2026,5.0,20260521.0,170100.0,A1,新北市政府警察局,新北市瑞芳區汽車路34號前0.0公尺,雨,無照明,市區道路,40.0,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡1;受傷0,3.0,機車,普通重型,男,37.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.832588,25.094011
2026,5.0,20260521.0,192000.0,A1,新北市政府警察局,新北市新莊區中正路 / 新北市新莊區中正路,晴,有照明且開啟,市區道路,50.0,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷1,1.0,機車,普通重型,女,48.0,戴非半罩式安全帽,未使用,車的狀態,向左變換車道,機車與自行車,後車尾,,,駕駛者,未保持行車安全間隔,否,121.461526,25.039525
2026,5.0,20260521.0,192000.0,A1,新北市政府警察局,新北市新莊區中正路 / 新北市新莊區中正路,晴,有照明且開啟,市區道路,50.0,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷1,2.0,機車,普通重型,女,33.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.461526,25.039525
2026,5.0,20260522.0,71300.0,A1,桃園市政府警察局,桃園市桃園區三民路三段口 / 桃園市桃園區文化街口,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡1;受傷0,1.0,機車,普通重型,男,60.0,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,前車頭,,,駕駛者,左轉彎未依規定,否,121.306367,24.991297
2026,5.0,20260522.0,71300.0,A1,桃園市政府警察局,桃園市桃園區三民路三段口 / 桃園市桃園區文化街口,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡1;受傷0,2.0,小客車(含客、貨兩用),自用,男,66.0,不明,不明,車的狀態,向前直行中,汽車,左前車頭(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.306367,24.991297
2026,5.0,20260522.0,71300.0,A1,桃園市政府警察局,桃園市桃園區三民路三段口 / 桃園市桃園區文化街口,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,左轉彎未依規定,死亡1;受傷0,3.0,小客車(含客、貨兩用),自用,男,43.0,不明,不明,車的狀態,等待(引擎未熄火),其他,無撞擊,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.306367,24.991297
2026,5.0,20260522.0,80902.0,A1,嘉義縣警察局,嘉義縣民雄鄉興南村文化路與工業一路路口,晴,無照明,鄉道,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷0,1.0,大貨車,營業用,男,43.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右側車身,,,駕駛者,未保持行車安全間隔,是,120.42795,23.517403
2026,5.0,20260522.0,80902.0,A1,嘉義縣警察局,嘉義縣民雄鄉興南村文化路與工業一路路口,晴,無照明,鄉道,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,未保持行車安全間隔,死亡1;受傷0,2.0,機車,普通重型,男,82.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,裝載,載運貨物超長、寬、高,否,120.42795,23.517403
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,1.0,小貨車,租賃小貨車,男,48.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,吸食違禁物駕駛,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,2.0,人,乘客,男,53.0,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,3.0,人,其他人,男,79.0,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,4.0,人,其他人,女,56.0,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,5.0,人,其他人,女,69.0,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,6.0,人,其他人,男,43.0,其他(無需使用保護裝備之人),非駕駛人,不明,不明,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,7.0,機車,普通重型,男,43.0,不明,不明,車的狀態,靜止(引擎熄火),機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,8.0,機車,普通重型,男,43.0,不明,不明,車的狀態,靜止(引擎熄火),機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,9.0,機車,普通重型,女,56.0,不明,不明,車的狀態,靜止(引擎熄火),機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260522.0,214800.0,A1,彰化縣警察局,彰化縣彰化市彰南路三段400號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,人與車,其他,駕駛者,吸食違禁物駕駛,死亡2;受傷4,10.0,人,其他人,女,9.0,其他(無需使用保護裝備之人),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.601228,24.081051
2026,5.0,20260523.0,24400.0,A1,臺北市政府警察局,臺北市大安區通化街165巷8之1號前0.0公尺,晴,有照明且開啟,市區道路,30.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,其他不當駕車行為,死亡1;受傷0,1.0,慢車,腳踏自行車,男,55.0,其他(無需使用保護裝備之人),未使用,車的狀態,向前直行中,其他,不明,,,其他,其他不當駕車行為,否,121.554421,25.028285
2026,5.0,20260523.0,24400.0,A1,臺北市政府警察局,臺北市大安區通化街165巷8之1號前0.0公尺,晴,有照明且開啟,市區道路,30.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,其他不當駕車行為,死亡1;受傷0,2.0,小客車(含客、貨兩用),自用,男,52.0,不明,不明,車的狀態,靜止(引擎熄火),汽車,左後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.554421,25.028285
2026,5.0,20260523.0,52100.0,A1,臺中市政府警察局,臺中市北屯區民德里東山路二段前0.0公尺,晴,有照明未開啟或故障,市區道路,50.0,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,其他,車輛或機械操作不當(慎),死亡1;受傷0,1.0,機車,大型重型1(550C.C.以上),男,48.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,其他,車輛或機械操作不當(慎),否,120.772218,24.19709
2026,5.0,20260523.0,52100.0,A1,臺中市政府警察局,臺中市北屯區民德里東山路二段前0.0公尺,晴,有照明未開啟或故障,市區道路,50.0,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,其他,車輛或機械操作不當(慎),死亡1;受傷0,2.0,,,無或物(動物、堆置物),0.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.772218,24.19709
2026,5.0,20260523.0,163000.0,A1,新北市政府警察局,新北市中和區景平路 / 新北市中和區大勇街,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,機車待轉區,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,吸食違禁物駕駛,死亡1;受傷1,1.0,小客車(含客、貨兩用),自用,男,49.0,不明,未使用,車的狀態,倒車,汽車,後車尾,,,駕駛者,吸食違禁物駕駛,否,121.517096,24.992182
2026,5.0,20260523.0,163000.0,A1,新北市政府警察局,新北市中和區景平路 / 新北市中和區大勇街,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,機車待轉區,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,吸食違禁物駕駛,死亡1;受傷1,2.0,機車,普通重型,女,71.0,戴非半罩式安全帽,未使用,車的狀態,等待(引擎未熄火),機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.517096,24.992182
2026,5.0,20260523.0,163000.0,A1,新北市政府警察局,新北市中和區景平路 / 新北市中和區大勇街,晴,有照明未開啟或故障,市區道路,50.0,交岔路,四岔路,交叉路口,機車待轉區,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寬式(50公分以上),未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,吸食違禁物駕駛,死亡1;受傷1,3.0,人,乘客,女,64.0,戴非半罩式安全帽,非駕駛人,不明,不明,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.517096,24.992182
2026,5.0,20260523.0,193500.0,A1,臺南市政府警察局,臺南市安南區安中路一段601號前,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違反禁止迴轉或迴車標誌,死亡1;受傷0,1.0,小客車(含客、貨兩用),自用,男,43.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,左前車頭(身),,,駕駛者,違反禁止迴轉或迴車標誌,否,120.198463,23.041204
2026,5.0,20260523.0,193500.0,A1,臺南市政府警察局,臺南市安南區安中路一段601號前,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違反禁止迴轉或迴車標誌,死亡1;受傷0,2.0,機車,普通重型,男,72.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.198463,23.041204
2026,5.0,20260523.0,195949.0,A1,花蓮縣警察局,花蓮縣光復鄉台9線 237公里600.0公尺處,陰,有照明且開啟,省道,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1.0,小客車(含客、貨兩用),自用,男,40.0,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,酒醉(後)駕駛,否,121.408503,23.632289
2026,5.0,20260523.0,195949.0,A1,花蓮縣警察局,花蓮縣光復鄉台9線 237公里600.0公尺處,陰,有照明且開啟,省道,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2.0,,,無或物(動物、堆置物),-1.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.408503,23.632289
2026,5.0,20260523.0,222200.0,A1,彰化縣警察局,彰化縣秀水鄉曾厝巷160號,晴,有照明且開啟,村里道路,30.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1.0,機車,普通重型,男,36.0,不明,不明,車的狀態,向前直行中,其他,不明,其他,不明,駕駛者,酒醉(後)駕駛,否,120.506782,24.01825
2026,5.0,20260523.0,222200.0,A1,彰化縣警察局,彰化縣秀水鄉曾厝巷160號,晴,有照明且開啟,村里道路,30.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2.0,,,無或物(動物、堆置物),-1.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.506782,24.01825
2026,5.0,20260524.0,95112.0,A1,南投縣政府警察局,南投縣草屯鎮加老里芬草路三段208巷與350巷口,晴,無照明,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡1;受傷1,1.0,機車,普通重型,男,42.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,無號誌路口，左方車未讓右方車先行,否,120.657853,24.002989
2026,5.0,20260524.0,95112.0,A1,南投縣政府警察局,南投縣草屯鎮加老里芬草路三段208巷與350巷口,晴,無照明,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡1;受傷1,2.0,小客車(含客、貨兩用),自用,男,23.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),汽車,左側車身,駕駛者,未依規定減速,否,120.657853,24.002989
2026,5.0,20260524.0,95112.0,A1,南投縣政府警察局,南投縣草屯鎮加老里芬草路三段208巷與350巷口,晴,無照明,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡1;受傷1,3.0,人,乘客,女,49.0,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.657853,24.002989
